"id","chemical_name","chemical_id","protein_name","protein_id","protein_class","relation_name","relation_type","relation_id","activity_type","activity_value","activity_source","activity_source_link","action_type"
796,spironolactone,CHEBI:9241,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
797,stanozolol,CHEBI:9249,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
798,sulconazole,CHEBI:9325,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
799,thiamphenicol,CHEBI:32215,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
800,"thiamphenicol, combinations",CHEBI:32215,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
801,thioridazine,CHEBI:9566,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
802,tibolone,CHEBI:32223,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
803,ticlopidine,CHEBI:9588,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
804,tropicamide,CHEBI:9757,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
805,"tropicamide, combinations",CHEBI:9757,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
806,voriconazole,CHEBI:10023,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL638,""
807,oxiconazole,CHEBI:7825,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
808,podophyllotoxin,CHEBI:50305,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
809,tolnaftate,CHEBI:9620,Cytochrome P450 2C19,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
810,gemfibrozil,CHEBI:5296,Cytochrome P450 2C8,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
811,mezlocillin,CHEBI:6919,Cytochrome P450 2C8,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
812,montelukast,CHEBI:50730,Cytochrome P450 2C8,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
813,"montelukast, combinations",CHEBI:50730,Cytochrome P450 2C8,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
814,phenelzine,CHEBI:8060,Cytochrome P450 2C8,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,IUPHAR,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7266,INHIBITOR
815,atazanavir,CHEBI:37924,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
816,atazanavir and cobicistat,CHEBI:37924,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
817,benzbromarone,CHEBI:3023,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
818,bisacodyl,CHEBI:3125,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
819,"bisacodyl, combinations",CHEBI:3125,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
820,candesartan,CHEBI:3348,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
821,candesartan and amlodipine,CHEBI:3348,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
822,candesartan and diuretics,CHEBI:3348,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1014,""
823,cilostazol,CHEBI:31401,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
824,clotrimazole,CHEBI:3764,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
825,danazol,CHEBI:4315,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
826,dicoumarol,CHEBI:4513,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
827,econazole,CHEBI:4754,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
828,felodipine,CHEBI:585948,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
829,metoprolol and felodipine,CHEBI:585948,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
830,ramipril and felodipine,CHEBI:585948,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
831,alfuzosin and finasteride,CHEBI:5062,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
832,finasteride,CHEBI:5062,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
833,"azithromycin, fluconazole and secnidazole",CHEBI:46081,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL106,""
834,fluconazole,CHEBI:46081,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL106,""
835,fluvastatin,CHEBI:38561,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
836,gemfibrozil,CHEBI:5296,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
837,glibenclamide,CHEBI:5441,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",INHIBITOR
838,codeine and ibuprofen,CHEBI:132922,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
839,ibuprofen,CHEBI:132922,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
840,"ibuprofen, combinations",CHEBI:132922,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
841,oxycodone and ibuprofen,CHEBI:132922,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
842,idebenone,CHEBI:31687,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
843,lacidipine,CHEBI:135737,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
844,losartan,CHEBI:6541,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
845,losartan and amlodipine,CHEBI:6541,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
846,losartan and diuretics,CHEBI:6541,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
847,megestrol,CHEBI:6723,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
848,megestrol and estrogen,CHEBI:6723,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
849,megestrol and ethinylestradiol,CHEBI:6723,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
850,mezlocillin,CHEBI:6919,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
851,miconazole,CHEBI:6923,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
852,"miconazole, combinations",CHEBI:6923,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
853,nicardipine,CHEBI:7550,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,WOMBAT-PK,"",""
854,nimodipine,CHEBI:7575,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
855,enalapril and nitrendipine,CHEBI:7582,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
856,nitrendipine,CHEBI:7582,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
857,omeprazole,CHEBI:7772,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
858,"omeprazole, amoxicillin and clarithromycin",CHEBI:7772,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
859,"omeprazole, amoxicillin and metronidazole",CHEBI:7772,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
860,phenelzine,CHEBI:8060,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
861,phenylbutazone,CHEBI:48574,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
862,phenylbutazone and corticosteroids,CHEBI:48574,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
863,propofol,CHEBI:44915,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
864,"artesunate, sulphamethopyrazine and pyrimethamine",CHEBI:8673,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
865,pyrimethamine,CHEBI:8673,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
866,"pyrimethamine, combinations",CHEBI:8673,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
867,raloxifene,CHEBI:8772,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1025,diazepam,CHEBI:49575,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
868,"dasabuvir, ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
869,lopinavir and ritonavir,CHEBI:45409,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
870,"ombitasvir, paritaprevir and ritonavir",CHEBI:45409,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
871,ritonavir,CHEBI:45409,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
872,sirolimus,CHEBI:9168,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
873,stanozolol,CHEBI:9249,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
874,sulconazole,CHEBI:9325,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
875,sulfafenazol,CHEBI:77780,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
876,sulfaphenazole,CHEBI:77780,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
877,suprofen,CHEBI:9362,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
878,troglitazone,CHEBI:9753,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
879,tropicamide,CHEBI:9757,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
880,"tropicamide, combinations",CHEBI:9757,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
881,voriconazole,CHEBI:10023,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL638,""
962,promethazine,CHEBI:8461,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
882,warfarin,CHEBI:10033,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
883,zafirlukast,CHEBI:10100,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
884,oxiconazole,CHEBI:7825,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
885,podophyllotoxin,CHEBI:50305,Cytochrome P450 2C9,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
886,levobupivacaine,CHEBI:6149,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
887,ajmaline,CHEBI:28462,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
888,ambroxol,CHEBI:135590,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
889,amoxapine,CHEBI:2675,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
890,amsacrine,CHEBI:2687,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
891,aprindine,CHEBI:135370,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,WOMBAT-PK,"",""
892,atomoxetine,CHEBI:127342,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
893,bambuterol,CHEBI:553827,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
894,bopindolol,CHEBI:31298,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
895,bopindolol and other diuretics,CHEBI:31298,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
896,bromhexine,CHEBI:77032,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
897,bupivacaine,CHEBI:3215,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
898,"bupivacaine, combinations",CHEBI:3215,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
899,butenafine,CHEBI:3238,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
900,carmofur,CHEBI:31360,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
901,celecoxib,CHEBI:41423,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
902,cefapirin,CHEBI:3545,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,4,WOMBAT-PK,"",""
903,chlorphenamine,CHEBI:52010,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
904,"chlorphenamine, combinations",CHEBI:52010,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
905,chlorpromazine,CHEBI:3647,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
906,cisapride,CHEBI:3720,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
907,clemastine,CHEBI:3738,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
908,"clemastine, combinations",CHEBI:3738,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
909,clomifene,CHEBI:3753,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
910,clomipramine,CHEBI:47780,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
911,cyclizine,CHEBI:3994,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
912,"cyclizine, combinations",CHEBI:3994,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
913,diphenhydramine,CHEBI:4636,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
914,"diphenhydramine, combinations",CHEBI:4636,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,4,WOMBAT-PK,"",""
915,domperidone,CHEBI:31515,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
916,doxapram,CHEBI:681848,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
917,econazole,CHEBI:4754,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
918,eperisone,CHEBI:77069,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
919,fluoxetine,CHEBI:5118,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
920,fluoxetine and psycholeptics,CHEBI:5118,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
921,hydroxyzine,CHEBI:5818,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
922,"hydroxyzine, combinations",CHEBI:5818,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
923,idebenone,CHEBI:31687,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
924,labetalol,CHEBI:6343,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
925,labetalol and other diuretics,CHEBI:6343,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
926,labetalol and thiazides,CHEBI:6343,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
927,lansoprazole,CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
928,"lansoprazole, amoxicillin and clarithromycin",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
929,"lansoprazole, amoxicillin and levofloxacin",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
930,"lansoprazole, amoxicillin and metronidazole",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
931,"lansoprazole, clarithromycin and tinidazole",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
932,"lansoprazole, combinations",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
1016,cefapirin,CHEBI:3545,Cytochrome P450 3A4,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,WOMBAT-PK,"",""
933,"lansoprazole, tetracycline and metronidazole",CHEBI:6375,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
934,lisuride,CHEBI:51164,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,7,DRUG MATRIX,"",""
935,loperamide,CHEBI:6532,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
936,"loperamide, combinations",CHEBI:6532,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
937,metergoline,CHEBI:64216,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
938,methapyrilene,CHEBI:6820,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
939,methylergometrine,CHEBI:6874,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
940,methylergometrine and oxytocin,CHEBI:6874,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
941,bupropion and naltrexone,CHEBI:7465,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
942,naltrexone,CHEBI:7465,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
943,oxycodone and naltrexone,CHEBI:7465,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
944,metoclopramide,CHEBI:107736,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
945,miconazole,CHEBI:6923,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
946,"miconazole, combinations",CHEBI:6923,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
947,hydromorphone and naloxone,CHEBI:7459,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
948,naloxone,CHEBI:7459,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
949,oxycodone and naloxone,CHEBI:7459,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
950,orphenadrine (chloride),CHEBI:7789,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
951,"orphenadrine, combinations",CHEBI:7789,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
952,oxymetazoline,CHEBI:7862,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
953,paroxetine,CHEBI:7936,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
954,pergolide,CHEBI:63617,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
955,perhexiline,CHEBI:35553,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
956,phenelzine,CHEBI:8060,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
957,phentolamine,CHEBI:8081,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
958,physostigmine,CHEBI:27953,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
959,prochlorperazine,CHEBI:8435,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
960,promazine,CHEBI:8459,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
961,prednisolone and promethazine,CHEBI:8461,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
963,"promethazine, combinations",CHEBI:8461,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,5,WOMBAT-PK,"",""
964,propafenone,CHEBI:63619,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
965,propranolol,CHEBI:8499,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
966,propranolol and other combinations,CHEBI:8499,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
967,propranolol and thiazides,CHEBI:8499,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,5,DRUG MATRIX,"",""
968,mepyramine,CHEBI:6762,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,IC50,6,DRUG MATRIX,"",""
969,quinidine,CHEBI:28593,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24786236,INHIBITOR
970,"quinidine, combinations excl. psycholeptics",CHEBI:28593,Cytochrome P450 2D6,,Enzyme,inhibits,inhibits,RO_0002449,Ki,7,SCIENTIFIC LITERATURE,http://www.ncbi.nlm.nih.gov/pubmed/24786236,INHIBITOR
