"id","chemical_name","chemical_id","protein_name","protein_id","relation_name","relation_type","relation_id","evidence_type","source_type","source_link","dikb_link"
365,erythromycin,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/erythromycin_inhibits_p-glycoprotein.html
371,cimetidine,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/cimetidine_inhibits_p-glycoprotein.html
378,clobazam,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clobazam_inhibits_cyp2d6.html
379,R-demethylcitalopram,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/R-demethylcitalopram_inhibits_cyp2c9.html
380,N-desalkylquetiapine,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/N-desalkylquetiapine_inhibits_cyp2c19.html
381,telaprevir,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/telaprevir_inhibits_cyp3a4.html
383,modafinil-sulfone,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/e16c26ad-7bc2-d155-3a5d-da83ad6492c8.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/modafinil-sulfone_inhibits_cyp2c19.html
384,eltrombopag,,oatp1b1,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eltrombopag_inhibits_oatp1b1.html
385,telithromycin,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/telithromycin_inhibits_cyp2d6.html
387,duloxetine,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_inhibits_cyp2d6.html
388,duloxetine,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_PK_DDI_NR,http://www.ncbi.nlm.nih.gov/pubmed/12621382,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_inhibits_cyp2d6.html
389,duloxetine,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_inhibits_cyp2d6.html
390,N-desalkylquetiapine,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/N-desalkylquetiapine_inhibits_cyp2c9.html
394,conivaptan,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/conivaptan_inhibits_p-glycoprotein.html
395,conivaptan,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/conivaptan_inhibits_p-glycoprotein.html
398,rosiglitazone,,cyp2b6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp2b6.html
399,clarithromycin,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_inhibits_p-glycoprotein.html
400,clarithromycin,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clarithromycin_inhibits_p-glycoprotein.html
402,escitalopram,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_inhibits_cyp2d6.html
403,escitalopram,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_inhibits_cyp2d6.html
404,escitalopram,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_inhibits_cyp2d6.html
405,topiramate,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10338,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2c19.html
406,fluphenazine,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluphenazine_inhibits_cyp2c19.html
407,aprepitant,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aprepitant_inhibits_cyp3a4.html
408,eszopiclone,,CYP2C9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_inhibits_CYP2C9.html
409,azithromycin,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/azithromycin_inhibits_cyp3a4.html
410,mirtazapine,,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_inhibits_cyp2e1.html
411,topiramate,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10338,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2d6.html
412,thiothixene,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/thiothixene_inhibits_cyp2c19.html
413,dehydro-aripiprazole,,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dehydro-aripiprazole_inhibits_cyp1a2.html
414,quetiapine,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/quetiapine_inhibits_cyp2c19.html
416,pazopanib,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/pazopanib_inhibits_cyp2d6.html
417,teriflunomide,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/151ffcf4-e503-4954-af7c-93d0a4f9f80,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/teriflunomide_inhibits_cyp2c9.html
421,armodafinil,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/armodafinil_inhibits_cyp2c19.html
422,fosamprenavir,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fosamprenavir_inhibits_cyp3a4.html
424,prasugrel,,cyp2b6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/prasugrel_inhibits_cyp2b6.html
426,duloxetine,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_inhibits_cyp2c9.html
427,rosiglitazone,,cyp2c8,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp2c8.html
428,rosiglitazone,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp2c9.html
431,escitalopram,,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_inhibits_cyp2e1.html
433,topiramate,,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10338,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2e1.html
434,topiramate,,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/12102670,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2e1.html
435,quetiapine,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/quetiapine_inhibits_cyp3a4.html
439,aripiprazole,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/c040bd1d-45b7-49f2-93ea-aed7220b30ac,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/aripiprazole_inhibits_cyp2d6.html
440,rosiglitazone,,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp1a2.html
441,rosiglitazone,,cyp1a1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp1a1.html
443,lapatinib,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lapatinib_inhibits_cyp3a4.html
444,lapatinib,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lapatinib_inhibits_cyp3a4.html
445,N-desalkylquetiapine,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/N-desalkylquetiapine_inhibits_cyp3a4.html
455,eszopiclone,,CYP3A4,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_inhibits_CYP3A4.html
456,voriconazole-N-oxide,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole-N-oxide_inhibits_cyp3a4.html
458,vemurafenib,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/vemurafenib_inhibits_cyp2d6.html
459,venlafaxine,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/cf2d9bee-f8e3-477a-e4b4-f0e82657b7d2,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/venlafaxine_inhibits_cyp2c9.html
460,venlafaxine,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/9205822,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/venlafaxine_inhibits_cyp2c9.html
462,ranitidine,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/ranitidine_inhibits_cyp3a4.html
465,rosuvastatin,,cyp2c8,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/15998357,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosuvastatin_inhibits_cyp2c8.html
466,cimetidine,,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/cimetidine_inhibits_cyp1a2.html
467,R-citalopram,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/R-citalopram_inhibits_cyp2d6.html
468,dronedarone,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dronedarone_inhibits_cyp3a4.html
469,paliperidone,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/7b8e5b26-b9e4-4704-921b-3c3c0d159916,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paliperidone_inhibits_cyp2d6.html
470,rosiglitazone,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp2c19.html
476,lapatinib,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lapatinib_inhibits_p-glycoprotein.html
477,tigecycline,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/tigecycline_inhibits_cyp2c9.html
478,quetiapine,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/quetiapine_inhibits_cyp2d6.html
484,haloperidol,,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/haloperidol_inhibits_cyp2c19.html
485,rosiglitazone,,cyp2a6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ec682aec-e98f-41a1-9d21-eb7580ea3a8a,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosiglitazone_inhibits_cyp2a6.html
497,R-demethylcitalopram,,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/R-demethylcitalopram_inhibits_cyp1a2.html
489,fluconazole,CHEBI:46081,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/16172184,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluconazole_inhibits_cyp3a4.html
498,dronedarone,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dronedarone_inhibits_p-glycoprotein.html
499,dronedarone,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/dronedarone_inhibits_p-glycoprotein.html
501,caffeine,,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/caffeine_inhibits_cyp1a2.html
502,imatinib,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/imatinib_inhibits_cyp2d6.html
503,oxandrolone,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/oxandrolone_inhibits_cyp2c9.html
504,paliperidone,,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/7b8e5b26-b9e4-4704-921b-3c3c0d159916,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paliperidone_inhibits_cyp2e1.html
506,hydroxychloroquine,,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/hydroxychloroquine_inhibits_cyp2d6.html
507,zileuton,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/zileuton_inhibits_cyp3a4.html
509,voriconazole-N-oxide,,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole-N-oxide_inhibits_cyp2c9.html
